LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Timestamp,dataset,Process,FormattedTime,Month,PID,Logrecord,ADDR,LogLevel,TimeEpoch,Cluster
1558,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1570,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1557,03-17,16:15:51,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1532,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1555,03-17,16:15:51,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1533,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1534,03-17,16:15:51,1702.0,1820.0,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1535,03-17,16:15:51,2626.0,3066.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1536,03-17,16:15:51,2626.0,3066.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E129,shouldBlockLocation  ret:true,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1537,03-17,16:15:51,2626.0,3066.0,D,PhoneInterfaceManager,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,E49,getAllCellInfo is blocked by permission manager . callingPackage = <*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1538,03-17,16:15:51,2626.0,2643.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1539,03-17,16:15:51,2626.0,2643.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E129,shouldBlockLocation  ret:true,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1556,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1541,03-17,16:15:51,1702.0,2395.0,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1542,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1543,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1540,03-17,16:15:51,2626.0,2643.0,D,PhoneInterfaceManager,getCellLocation is blocked by permission manager uid:10111 pid:28601,E50,getCellLocation is blocked by permission manager uid:<*> pid:<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,9
1545,03-17,16:15:51,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261976180, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1544,03-17,16:15:51,1702.0,1820.0,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1553,03-17,16:15:51,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1552,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1551,03-17,16:15:51,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1554,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1549,03-17,16:15:51,1702.0,1820.0,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1548,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1547,03-17,16:15:51,1702.0,1820.0,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1546,03-17,16:15:51,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,26
1550,03-17,16:15:51,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:51,Android_2k_cleaned.csv,,,,,,,,-2202450249,16
1591,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1598,03-17,16:15:52,2626.0,2838.0,D,PhoneInterfaceManager,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,E49,getAllCellInfo is blocked by permission manager . callingPackage = <*>,1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,9
1597,03-17,16:15:52,2626.0,2838.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E129,shouldBlockLocation  ret:true,1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,9
1596,03-17,16:15:52,2626.0,2838.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,9
1595,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1593,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1592,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1590,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1594,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1588,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1587,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1586,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1589,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1585,03-17,16:15:52,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1584,03-17,16:15:52,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,16
1583,03-17,16:15:52,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,26
1582,03-17,16:15:52,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261976915, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:52,Android_2k_cleaned.csv,,,,,,,,-2202450248,26
1604,03-17,16:15:53,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,26
1603,03-17,16:15:53,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261978352, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,26
1602,03-17,16:15:53,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,16
1599,03-17,16:15:53,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261977717, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,26
1600,03-17,16:15:53,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,26
1601,03-17,16:15:53,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:53,Android_2k_cleaned.csv,,,,,,,,-2202450247,16
1610,03-17,16:15:54,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,16
1612,03-17,16:15:54,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,16
1611,03-17,16:15:54,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,16
1609,03-17,16:15:54,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,16
1605,03-17,16:15:54,1702.0,2556.0,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,27
1607,03-17,16:15:54,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261979355, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,27
1606,03-17,16:15:54,1702.0,17622.0,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,27
1608,03-17,16:15:54,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:54,Android_2k_cleaned.csv,,,,,,,,-2202450246,27
1622,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1629,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1628,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1627,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1626,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1624,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1623,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1621,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1625,03-17,16:15:55,23650.0,23689.0,V,AudioManager,isMusicActive...,E72,isMusicActive...,1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,-1
1619,03-17,16:15:55,1702.0,2105.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261980307, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,27
1618,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1617,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1616,03-17,16:15:55,1702.0,3697.0,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,27
1615,03-17,16:15:55,1702.0,17632.0,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,27
1614,03-17,16:15:55,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1613,03-17,16:15:55,2227.0,2227.0,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,16
1620,03-17,16:15:55,1702.0,2105.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:15:55,Android_2k_cleaned.csv,,,,,,,,-2202450245,27
